id,state_alpha,statistic_description,production_practice_description,domain_category_description,naics_description,year,coefficient_of_variance,value
1014,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11191),,2012,11.8,7372000
1059,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,4.5,134843000
1103,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,6.8,80394000
1153,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,1.9,489430000
1201,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,2.4,353578000
1248,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,2.7,88035000
1291,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,3.8,52032000
1326,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112112),Cattle Feedlots,2012,2.6,36003000
1369,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,2.5,265544000
1405,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,5.6,38730000
1442,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,11.8,77395000
1479,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,24.6,35951000
1504,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11232),,2012,4.1,23721000
1520,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11233),,2012,2.5,9743000
1570,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1124),,2012,18.2,1157000
1607,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,20.2,865000
1638,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11242),,2012,16.2,292000
1660,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1125),,2012,12,123000
1695,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,8.6,18445000
1721,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11291),,2012,19.5,44000
1752,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,30.7,490000
1797,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,8.2,17909000
1847,PA,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,1.7,2782911000
40,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,9.7,41443000
89,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,14.6,21809000
138,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,16.8,7538000
188,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,9.2,48533000
346,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,72.2,39000
462,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111211),Potato Farming,2012,3,2123000
688,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,58.4,2246000
811,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,13.1,32669000
849,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11141),,2012,69.5,386000
885,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11142),,2012,12.8,32284000
920,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,6.4,24436000
957,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111422),Floriculture Production,2012,35.4,7848000
1104,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,35.2,985000
1154,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,6.6,448000
1202,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,6.5,402000
1249,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,56.1,47000
1292,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,56.1,47000
1370,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,1.1,355000
1406,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,46.5,2000
1443,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,31.6,1000
1542,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11239),,2012,31.6,1000
1798,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,53.3,12000
1848,RI,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,9.1,48981000
41,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,6.2,650527000
90,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,11.2,178552000
139,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,3.7,643031000
189,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,3.5,1229712000
235,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,8.1,405109000
269,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,7.2,43637000
347,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,11.6,133232000
392,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,13.5,222672000
435,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,10.1,110493000
489,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111219),Other Vegetable (except Potato) and Melon Farming,2012,8.5,108433000
529,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,21.2,69653000
572,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,21.2,69653000
608,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,22.9,1168000
689,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,56,2697000
720,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111335),Tree Nut Farming,2012,19.7,4259000
738,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111336),Fruit and Tree Nut Combination Farming,2012,37.9,285000
769,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111339),Other Noncitrus Fruit Farming,2012,23,59279000
812,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,14.3,163846000
921,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,25.2,90178000
998,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,6.4,480610000
1060,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,10.9,32718000
1105,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,7.9,288643000
1155,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,7.3,63846000
1203,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,2.5,11287000
1250,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,5.3,4997000
1293,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,5.3,4997000
1371,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,3.9,6290000
1444,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,6.4,47176000
1505,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11232),,2012,7.5,29527000
1521,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11233),,2012,1.5,13027000
1571,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1124),,2012,23.7,96000
1696,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,8.9,1582000
1722,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11291),,2012,55.9,13000
1753,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,27.9,517000
1799,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,7.1,1052000
1849,SC,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,3.5,1293558000
42,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,7.3,761327000
91,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,5.8,29364000
140,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,2.6,5311596000
190,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,2.5,5374726000
236,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,2.5,5197596000
270,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,4.3,344115000
310,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11114),,2012,4.2,289484000
348,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,2.8,2641313000
393,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,3.4,1890625000
436,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,30.3,1543000
463,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111211),Potato Farming,2012,71,22000
490,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111219),Other Vegetable (except Potato) and Melon Farming,2012,30.8,1521000
530,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,20.8,783000
573,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,20.8,783000
639,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,23.2,145000
813,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,14.7,14191000
922,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,18.5,5979000
999,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,8.2,160612000
1061,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,13.6,62618000
1106,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,7,97994000
1156,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,3.8,698197000
1204,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,4.7,539310000
1251,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,4.3,511244000
1294,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,4.6,367935000
1327,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112112),Cattle Feedlots,2012,9.8,143309000
1372,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,21.1,28065000
1407,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1122),,2012,5.6,56282000
1445,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,0.5,21073000
1480,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,45.4,3000
1522,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11233),,2012,0.5,17787000
1543,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11239),,2012,1.4,3282000
1608,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,24.3,2283000
1697,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,1.7,79207000
1723,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11291),,2012,2,79000
1754,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,44.3,551000
1800,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,1.8,78578000
1850,SD,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,2.5,6072922000
43,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,6.8,838404000
92,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,7.3,184937000
141,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,3.9,1248067000
191,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,4.9,2035297000
237,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,1.5,1344839000
271,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,6.6,380234000
349,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,11.2,301088000
394,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,1.9,657250000
437,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,5.1,77453000
464,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111211),Potato Farming,2012,11.6,248000
491,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111219),Other Vegetable (except Potato) and Melon Farming,2012,5.1,77205000
531,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,5.8,6639000
574,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,5.8,6639000
640,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,20.3,1149000
660,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111333),Strawberry Farming,2012,10.6,728000
690,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,22.7,507000
770,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111339),Other Noncitrus Fruit Farming,2012,5.1,3827000
814,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1114),,2012,6.7,291948000
923,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111421),Nursery and Tree Production,2012,8.7,153166000
1000,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1119),,2012,18.8,314419000
1015,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11191),,2012,13.1,90420000
1027,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11192),,2012,26.6,172318000
1062,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11194),,2012,10.2,33913000
1107,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11199),,2012,3.4,17767000
1157,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112),,2012,9.9,51175000
1205,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1121),,2012,11.5,38663000
1252,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11211),,2012,13.7,27263000
1295,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (112111),Beef Cattle Ranching and Farming,2012,7.3,26043000
1373,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11212),,2012,6.5,11399000
1446,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1123),,2012,3.5,7285000
1481,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11231),,2012,4.5,937000
1506,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11232),,2012,5,6189000
1544,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11239),,2012,76.6,159000
1572,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1124),,2012,49.3,261000
1609,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11241),,2012,70.2,173000
1639,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11242),,2012,21.3,87000
1698,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1129),,2012,22.8,3042000
1755,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11292),,2012,50.4,502000
1801,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11299),,2012,18.6,2512000
1851,TN,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NOT SPECIFIED,,2012,5,2086472000
44,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (ANY ON OPERATION),,2012,6.2,4931649000
93,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),,2012,9.2,2153823000
142,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,IRRIGATION STATUS: (NONE ON OPERATION),,2012,3.4,2435344000
192,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111),,2012,4.8,6965583000
238,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1111),,2012,5.5,2837252000
272,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11111),,2012,26.2,10240000
311,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11114),,2012,4.8,286345000
350,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11115),,2012,7.7,1228176000
362,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11116),,2012,24.6,126443000
395,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11119),,2012,3.4,1175585000
438,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1112),,2012,18.3,445883000
465,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111211),Potato Farming,2012,25.2,97251000
492,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111219),Other Vegetable (except Potato) and Melon Farming,2012,19.4,348632000
532,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (1113),,2012,13.7,227399000
575,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (11133),,2012,9.2,170213000
609,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111331),Apple Orchards,2012,42.9,203000
641,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111332),Grape Vineyards,2012,49.9,14677000
691,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111334),Berry (except Strawberry) Farming,2012,26.1,6391000
721,TX,"CROP TOTALS - SALES, MEASURED IN $",ALL PRODUCTION PRACTICES,NAICS CLASSIFICATION: (111335),Tree Nut Farming,2012,8.9,133249000
